"","Code","Mots_cles","Description","mix"
"217","PS12","Modeles physiques Materiaux Acoustique Perception sonore","PS12 permet de decouvrir les methodes de modelisation des salles (batiment, salle de spectacle) et des extensions aux quartiers urbains, qui se caracterisent par une approche energetique (acoustique geometrique, methodes statistiques). Un focus sur la physique et la fonction acoustique des materiaux (isolant, absorbant, diffusant) y est developpe. Des aspects reglementaires et de perception sonore viendront completer cette UV.","Modeles physiques Materiaux Acoustique Perception sonore PS12 permet de decouvrir les methodes de modelisation des salles (batiment, salle de spectacle) et des extensions aux quartiers urbains, qui se caracterisent par une approche energetique (acoustique geometrique, methodes statistiques). Un focus sur la physique et la fonction acoustique des materiaux (isolant, absorbant, diffusant) y est developpe. Des aspects reglementaires et de perception sonore viendront completer cette UV."
"218","PS13","vibroacoustique rayonnement acoustique Elements finis  Transmission acoustique","Cette UV est dediee à l'etude de la vibroacoustique. Elle fait le lien entre la vibration des structures et la propagation acoustique. L'application des methodes numeriques (elements finis, elements de frontiere) à ces problematiques est detaillee en cours. En TD un logiciel commercial, Vaone d'ESI, est utilise pour appliquer les differentes methodes numeriques sur des problemes vibroacoustiques concrets.","vibroacoustique rayonnement acoustique Elements finis  Transmission acoustique Cette UV est dediee à l'etude de la vibroacoustique. Elle fait le lien entre la vibration des structures et la propagation acoustique. L'application des methodes numeriques (elements finis, elements de frontiere) à ces problematiques est detaillee en cours. En TD un logiciel commercial, Vaone d'ESI, est utilise pour appliquer les differentes methodes numeriques sur des problemes vibroacoustiques concrets."
"219","PS15","chaleur travail energie interne enthalpie entropy exergie cycles moteurs cycles de refrigeration turbines-compresseurs  humidification-hygrometrie","par le biais de la thermodynamique phenomenologique, l'UV donne aux etudiants les notions de base pour aborder l'etude des systemes energetiques de production de travail, de chaleur , de froid, de conditionnement d'air.","chaleur travail energie interne enthalpie entropy exergie cycles moteurs cycles de refrigeration turbines-compresseurs  humidification-hygrometrie par le biais de la thermodynamique phenomenologique, l'UV donne aux etudiants les notions de base pour aborder l'etude des systemes energetiques de production de travail, de chaleur , de froid, de conditionnement d'air."
"220","RO03","optimisation combinatoire algorithmes graphes informatique structure de donnees complexite","Cette UV a pour objectifs de sensibiliser les futurs ingenieurs à la notion fondamentale de complexite des algorithmes et d'apprendre aux etudiants un certain nombre d'outils fondes sur les graphes permettant d'aborder les problemes combinatoires.","optimisation combinatoire algorithmes graphes informatique structure de donnees complexite Cette UV a pour objectifs de sensibiliser les futurs ingenieurs à la notion fondamentale de complexite des algorithmes et d'apprendre aux etudiants un certain nombre d'outils fondes sur les graphes permettant d'aborder les problemes combinatoires."
"221","RO04","programmation lineaire programmation lineaire en nombres entiers programmation mathematique","introduction aux techniques de base en optimisation lineaire et non lineaire.","programmation lineaire programmation lineaire en nombres entiers programmation mathematique introduction aux techniques de base en optimisation lineaire et non lineaire."
"222","RO05","Markov processes Monte Carlo Processus brownien ch'aines de Markov Processus brownien","Les modeles stochastiques ou aleatoires interviennent de plus en plus dans la boîte à outils de l'ingenieur: finance, assurance, gestion de production, fiabilite, traitement d'image et de parole, genome, mecanique aleatoire, etc.","Markov processes Monte Carlo Processus brownien ch'aines de Markov Processus brownien Les modeles stochastiques ou aleatoires interviennent de plus en plus dans la boîte à outils de l'ingenieur: finance, assurance, gestion de production, fiabilite, traitement d'image et de parole, genome, mecanique aleatoire, etc."
"223","RO06","Logistique Simulation Optimisation","Etude de plusieurs approches basees sur des techniques avancees d'optimisation et les principes de la simulation, presentation d'un systeme de simulation (Witness) et de quelques techniques de modelisation et d'optimisation pour des problemes d'approvisionnement et de distribution.","Logistique Simulation Optimisation Etude de plusieurs approches basees sur des techniques avancees d'optimisation et les principes de la simulation, presentation d'un systeme de simulation (Witness) et de quelques techniques de modelisation et d'optimisation pour des problemes d'approvisionnement et de distribution."
"224","RR01","cinetique chimique reacteurs ideaux reacteur parfaitement agite reacteur piston reaction biologique reaction enzymatique reaction microbienne","cette UV pose les principes generaux du genie de la reaction chimique allant de l'interpretation des mesures cinetiques à l'etude des reacteurs biologiques en passant par le calcul et dimensionnement des reacteurs chimiques ideaux.","cinetique chimique reacteurs ideaux reacteur parfaitement agite reacteur piston reaction biologique reaction enzymatique reaction microbienne cette UV pose les principes generaux du genie de la reaction chimique allant de l'interpretation des mesures cinetiques à l'etude des reacteurs biologiques en passant par le calcul et dimensionnement des reacteurs chimiques ideaux."
"225","RR02","distribution des temps de sejour reactions catalytiques lits fixes fluidisation reactions a<U+00A0> solides consommables reacteurs gaz-solide reacteurs gaz-liquide","Cette UV s'interesse au diagnostic, au dimensionnement et à l'optimisation des reacteurs polyphasiques. L'enseignement est divise en 4 parties principales : 1- Ecoulements non ideaux et Distribution des Temps de Sejour ; 2- Reacteurs catalytiques ; 3- Reacteurs à solides consommables ; 4- Reacteurs gaz-liquide.","distribution des temps de sejour reactions catalytiques lits fixes fluidisation reactions a<U+00A0> solides consommables reacteurs gaz-solide reacteurs gaz-liquide Cette UV s'interesse au diagnostic, au dimensionnement et à l'optimisation des reacteurs polyphasiques. L'enseignement est divise en 4 parties principales : 1- Ecoulements non ideaux et Distribution des Temps de Sejour ; 2- Reacteurs catalytiques ; 3- Reacteurs à solides consommables ; 4- Reacteurs gaz-liquide."
"226","RV01","calcul 3D temps reel casque de realite virtuelle realite augmentee moteur 3D Unity tracking interaction 3D immersion et interaction haptique","Comment creer une application de realite virtuelle ? Au travers d'exemples d'applications et d'un projet fait sous Unity avec casque HTC VIVE, les concepts d'interaction 3D,de graphe de scene et de perception de l'environnement sont abordes.","calcul 3D temps reel casque de realite virtuelle realite augmentee moteur 3D Unity tracking interaction 3D immersion et interaction haptique Comment creer une application de realite virtuelle ? Au travers d'exemples d'applications et d'un projet fait sous Unity avec casque HTC VIVE, les concepts d'interaction 3D,de graphe de scene et de perception de l'environnement sont abordes."
